run,n_value,f_schumann_hz,f_golden_hz,latitude,longitude,depth_km,magnitude_mw,alpha_event,resonance_score,proximity_2027
1401,18278.60660,7.75870,13757.16000,3.48300,-124.44600,78.90000,7.97000,7.88392,0.03392,0.02822
1402,19155.41440,8.41010,13818.32000,-38.17600,156.55700,58.80000,7.53000,7.89710,0.04710,0.04140
1403,18537.47140,7.81420,13629.68000,-27.36500,37.88900,49.20000,8.37000,7.93228,0.08228,0.07658
1404,17911.52450,7.78550,14063.62000,52.63900,117.84300,24.30000,9.25000,10.03679,2.18679,2.18109
1405,18568.79560,7.81080,14104.79000,36.70500,60.26000,62.50000,8.04000,7.93051,0.08051,0.07481
1406,17470.40240,7.24500,13700.57000,32.93500,-77.86900,62.40000,8.77000,8.26552,0.41552,0.40982
1407,17938.51900,7.79920,14334.12000,-6.94200,121.06100,32.70000,8.87000,8.45284,0.60284,0.59714
1408,19538.87730,8.03720,14132.90000,50.24300,93.67700,12.10000,8.10000,7.91723,0.06723,0.06153
1409,18021.52940,7.54910,13470.97000,-53.63100,127.78800,20.60000,8.17000,7.92301,0.07301,0.06731
1410,17546.30980,7.08850,13213.55000,12.49400,160.30900,54.90000,8.78000,8.27507,0.42507,0.41937
1411,18797.57580,8.04710,13813.75000,3.58200,-17.77700,46.10000,9.11000,9.22942,1.37942,1.37372
1412,18513.74680,7.52830,14608.84000,-42.99800,-58.94600,82.10000,7.64000,7.86484,0.01484,0.00914
1413,18264.71580,7.45560,13421.24000,-44.08700,20.69600,78.60000,9.47000,12.45966,4.60966,4.60396
1414,18944.05260,8.05490,13830.41000,3.85600,-2.64900,25.10000,9.10000,9.19090,1.34090,1.33520
1415,18133.92750,7.80600,13591.84000,-28.23100,-135.67600,47.10000,7.95000,7.92391,0.07391,0.06821
1416,18479.34980,7.95740,13878.84000,-18.91300,166.92100,13.80000,8.45000,8.02095,0.17095,0.16525
1417,18265.69980,8.21190,13493.65000,-14.99700,-173.15600,90.60000,7.92000,7.90808,0.05808,0.05238
1418,17971.17720,7.54210,13498.32000,32.47700,74.50300,76.80000,9.19000,9.66192,1.81192,1.80622
1419,18345.91710,8.40740,13372.08000,-12.95000,116.51900,74.80000,7.72000,7.87236,0.02236,0.01666
1420,17837.67440,8.08280,13840.58000,-15.86600,-86.62300,9.40000,8.56000,8.07190,0.22190,0.21620
1421,19406.88110,8.29560,14178.89000,-50.33100,94.21700,68.90000,8.38000,7.95701,0.10701,0.10131
1422,18201.94580,8.15050,13641.31000,-15.89400,26.14300,64.90000,7.60000,7.84711,0.00289,0.00281
1423,17441.10110,7.32470,13663.09000,11.00800,7.58400,45.30000,7.67000,7.88657,0.03657,0.03087
1424,18708.24130,7.79290,13653.89000,-10.76300,-131.04400,58.80000,7.85000,7.89442,0.04442,0.03872
1425,17939.87440,7.76510,13568.75000,-33.19400,-18.48100,69.00000,9.23000,9.87150,2.02150,2.01580
1426,19363.92560,8.25120,13523.62000,9.00200,-40.91900,18.30000,8.30000,7.94964,0.09964,0.09394
1427,17556.11460,7.08010,14317.22000,10.40700,176.23900,85.30000,8.62000,8.09808,0.24808,0.24238
1428,17552.96150,7.74500,13561.82000,49.21100,-40.08300,53.50000,7.95000,7.90461,0.05461,0.04891
1429,18277.48280,8.31980,14113.97000,31.79200,-166.07600,35.20000,8.95000,8.58701,0.73701,0.73131
1430,18610.63080,7.96810,13569.92000,27.58100,-158.93600,58.70000,8.99000,8.72847,0.87847,0.87277
1431,17640.31920,8.13900,14062.31000,-2.05000,-150.32800,42.70000,7.99000,7.89496,0.04496,0.03926
1432,16983.77040,7.92730,13536.38000,40.00000,-157.67200,56.70000,8.95000,8.59756,0.74756,0.74186
1433,18697.97390,7.62600,13374.28000,6.14300,-145.21900,10.00000,8.48000,8.00496,0.15496,0.14926
1434,18888.34720,8.00950,13702.69000,-53.85700,-174.95600,32.90000,8.18000,7.95906,0.10906,0.10336
1435,18008.73380,7.84360,14026.56000,49.09500,-45.25700,99.10000,8.35000,7.97720,0.12720,0.12150
1436,18025.34150,7.56110,13949.35000,9.72900,-135.35200,95.90000,9.24000,9.99521,2.14521,2.13951
1437,18048.70970,7.80060,13984.57000,35.76100,-56.85800,72.40000,9.42000,11.75462,3.90462,3.89892
1438,17309.10190,7.19010,13546.09000,54.40700,70.03800,29.30000,8.71000,8.22745,0.37745,0.37175
1439,19670.01630,8.37680,13566.94000,-3.14000,-38.11900,10.70000,8.77000,8.27344,0.42344,0.41774
1440,18492.32230,8.42950,13431.65000,-41.64200,-12.65600,94.30000,8.58000,8.04502,0.19502,0.18932
1441,17505.29490,7.51960,14006.44000,-55.05300,-134.22900,63.20000,8.29000,7.98266,0.13266,0.12696
1442,18774.97590,8.33970,13876.07000,-45.74300,-120.77100,92.90000,9.00000,8.83388,0.98388,0.97818
1443,18217.68640,8.23230,13785.01000,-20.22300,46.48300,39.10000,8.56000,8.03581,0.18581,0.18011
1444,19735.19150,8.78570,13668.52000,-57.10900,133.93400,79.90000,8.34000,7.97279,0.12279,0.11709
1445,18674.21340,8.76070,13980.28000,54.11500,136.49200,90.00000,7.69000,7.85403,0.00403,0.00167
1446,17621.49030,7.26630,13566.20000,41.28300,-7.48300,37.10000,8.18000,7.95400,0.10400,0.09830
1447,18370.58860,7.98940,14044.57000,-49.55600,-27.68500,60.50000,8.21000,7.89642,0.04642,0.04072
1448,18343.91050,7.72960,13689.88000,-47.32600,-106.13100,58.40000,9.29000,10.37860,2.52860,2.52290
1449,17613.16620,7.13230,13503.55000,-58.20700,-94.02900,18.70000,8.30000,7.96250,0.11250,0.10680
1450,18463.31710,8.27680,13662.49000,31.93400,-78.49400,74.80000,8.42000,7.97652,0.12652,0.12082
1451,18198.01140,8.13400,13524.67000,48.01900,-23.42700,78.90000,9.00000,8.81026,0.96026,0.95456
1452,18584.50030,7.65660,14003.63000,-30.28600,-32.77000,50.20000,7.77000,7.85467,0.00467,0.00103
1453,18115.93090,7.71660,14217.01000,-56.46900,155.96100,81.30000,8.18000,7.94396,0.09396,0.08826
1454,18032.80640,7.73110,13345.15000,25.34900,-154.01000,69.60000,9.14000,9.34604,1.49604,1.49034
1455,18819.37870,8.36800,13698.02000,-34.13100,-158.41200,89.80000,8.64000,8.17126,0.32126,0.31556
1456,17879.72810,7.61950,14249.15000,40.37800,7.52200,97.50000,7.78000,7.91931,0.06931,0.06361
1457,18432.74110,8.03330,13606.32000,25.83900,-77.57600,10.10000,8.21000,7.91162,0.06162,0.05592
1458,18220.73350,7.81680,14058.93000,-16.08300,-59.18000,83.60000,7.59000,7.86625,0.01625,0.01055
1459,18160.28300,7.30780,13437.82000,-4.55500,119.43100,66.80000,7.77000,7.87528,0.02528,0.01958
1460,17738.97020,7.26810,13860.77000,31.84700,-20.14300,58.40000,9.04000,8.95595,1.10595,1.10025
1461,18191.26680,8.01560,13469.16000,-52.87700,-179.51500,53.60000,8.66000,8.18851,0.33851,0.33281
1462,18237.40800,7.33970,14025.82000,-31.16800,136.09100,80.10000,8.61000,8.11957,0.26957,0.26387
1463,18440.13930,7.46310,13800.36000,46.19000,-49.41500,47.20000,7.87000,7.89232,0.04232,0.03662
1464,17736.26860,7.40880,13693.91000,35.18000,41.03300,88.60000,8.28000,7.98036,0.13036,0.12466
1465,18715.46470,8.33510,13920.09000,-8.30000,31.67600,23.10000,8.90000,8.49566,0.64566,0.63996
1466,17993.29560,7.93810,13346.38000,7.06000,-49.17500,75.90000,8.50000,8.03116,0.18116,0.17546
1467,17927.53790,7.60020,13996.49000,-59.33100,-141.92100,32.40000,9.09000,9.16597,1.31597,1.31027
1468,17688.46720,7.51200,13655.90000,40.76700,-66.92700,5.30000,8.81000,8.33334,0.48334,0.47764
1469,18659.13590,8.77270,13524.97000,59.82400,71.01100,84.90000,8.24000,7.95583,0.10583,0.10013
1470,17929.74190,7.28820,13392.01000,-35.74800,79.52500,93.40000,8.07000,7.87622,0.02622,0.02052
1471,17979.19420,8.02160,14341.56000,18.29200,109.74600,10.00000,9.35000,10.94844,3.09844,3.09274
1472,18840.78860,7.92620,13349.46000,-50.30300,-102.80100,61.00000,8.14000,7.93509,0.08509,0.07939
1473,19310.38370,8.29180,13811.14000,4.65100,-147.07300,97.50000,9.29000,10.36954,2.51954,2.51384
1474,17780.90800,7.28940,13924.40000,40.55300,-111.21500,27.50000,8.03000,7.86097,0.01097,0.00527
1475,18751.69450,8.15680,14094.21000,59.28400,-53.18900,65.60000,8.85000,8.41541,0.56541,0.55971
1476,18057.72060,7.30850,13793.08000,29.86000,-14.09000,73.90000,8.07000,7.93004,0.08004,0.07434
1477,17989.23750,7.08900,13306.89000,-7.19100,96.23500,19.80000,8.49000,8.01764,0.16764,0.16194
1478,18538.98100,8.22230,13323.97000,-12.09200,80.90500,98.50000,9.45000,12.22731,4.37731,4.37161
1479,17526.56470,7.42070,13716.47000,-52.61600,-110.73200,90.60000,7.98000,7.92004,0.07004,0.06434
1480,18596.73520,8.11640,13465.04000,-8.04300,0.28800,91.60000,8.66000,8.13054,0.28054,0.27484
1481,18643.02500,7.73240,13593.02000,3.69000,87.36400,22.40000,8.89000,8.49962,0.64962,0.64392
1482,17821.73190,7.30220,13891.51000,5.90100,-76.23600,80.20000,7.89000,7.88222,0.03222,0.02652
1483,17531.54090,7.10320,14071.17000,51.44900,3.24300,6.70000,9.04000,8.96958,1.11958,1.11388
1484,19285.38510,8.16840,13780.28000,-38.60600,69.76500,34.80000,7.69000,7.83876,0.01124,0.00554
1485,17736.43290,7.31630,13526.30000,-35.40300,130.33600,6.50000,8.43000,8.00118,0.15118,0.14548
1486,18511.60280,7.68550,13918.63000,-14.78800,32.87600,69.90000,8.69000,8.15337,0.30337,0.29767
1487,18488.57770,8.48630,13589.45000,-35.95600,-87.74200,40.80000,9.35000,10.93462,3.08462,3.07892
1488,18715.44640,7.91320,13679.44000,12.36500,106.93300,66.70000,9.27000,10.22942,2.37942,2.37372
1489,18890.93060,7.69690,13951.58000,30.95000,-151.17300,56.10000,9.25000,10.01102,2.16102,2.15532
1490,18006.48790,7.69730,14061.16000,41.18100,-39.07100,30.90000,9.16000,9.51021,1.66021,1.65451
1491,19180.94290,8.68860,13697.48000,6.11200,-146.13400,10.70000,9.33000,10.75017,2.90017,2.89447
1492,18595.07210,7.87110,13892.41000,46.29900,-159.99900,12.70000,8.37000,7.91780,0.06780,0.06210
1493,17744.60960,7.71080,13711.27000,-16.80800,110.45200,87.30000,8.31000,7.94655,0.09655,0.09085
1494,18065.78180,7.59220,13465.23000,-41.16400,38.89500,9.10000,9.47000,12.43170,4.58170,4.57600
1495,17885.93530,7.68930,14095.33000,-41.49400,77.83300,81.80000,8.48000,7.99032,0.14032,0.13462
1496,17982.84820,7.81210,12917.41000,-14.70400,10.90800,52.10000,9.13000,9.27132,1.42132,1.41562
1497,17943.65010,7.61960,13540.09000,45.98200,-24.00500,77.20000,9.44000,12.05565,4.20565,4.19995
1498,17825.68420,7.37120,14151.96000,39.66500,-87.88400,43.70000,8.08000,7.88559,0.03559,0.02989
1499,17758.98390,8.15270,14093.73000,13.17700,134.87000,38.10000,8.80000,8.32453,0.47453,0.46883
1500,18898.98830,8.15820,13636.20000,58.46500,57.27800,56.70000,9.15000,9.46937,1.61937,1.61367
1501,18583.93920,7.70980,14240.09000,-40.97800,20.96800,52.10000,7.81000,7.83045,0.01955,0.01385
1502,17894.30810,8.12570,13919.91000,44.73700,50.82200,60.60000,8.11000,7.94772,0.09772,0.09202
1503,18068.04210,7.70640,13625.65000,-47.95500,49.74000,25.10000,7.86000,7.83715,0.01285,0.00715
1504,18946.17490,7.90290,14165.03000,-14.51300,3.20500,41.90000,8.30000,7.92440,0.07440,0.06870
1505,17549.32980,7.29280,13516.55000,40.81000,176.87500,60.80000,7.88000,7.84281,0.00719,0.00149
1506,17744.34950,8.26050,13712.31000,-9.58500,69.11100,79.60000,8.71000,8.19364,0.34364,0.33794
1507,18234.87350,8.31840,13398.86000,-9.30900,107.29800,71.40000,8.87000,8.44204,0.59204,0.58634
1508,18884.09960,8.38010,13969.54000,-22.03200,75.02500,75.50000,7.96000,7.86962,0.01962,0.01392
1509,18061.06620,8.05230,13935.94000,-9.40500,-57.09500,77.60000,8.67000,8.15529,0.30529,0.29959
1510,18662.21410,8.47730,13913.46000,-18.65000,25.03300,16.00000,8.46000,7.97530,0.12530,0.11960
1511,17458.28190,7.62610,13795.01000,-18.02900,125.65900,91.20000,9.11000,9.22588,1.37588,1.37018
1512,17964.32830,7.98180,13808.28000,-19.80200,173.30800,37.90000,9.39000,11.41121,3.56121,3.55551
1513,18101.52040,8.38800,14116.21000,54.64600,136.15600,64.10000,8.81000,8.32972,0.47972,0.47402
1514,19104.03650,8.84000,14005.33000,18.80500,25.68900,14.50000,9.41000,11.75412,3.90412,3.89842
1515,18478.97020,7.85210,13636.98000,-53.30700,134.67100,37.30000,7.83000,7.89118,0.04118,0.03548
1516,18304.67610,7.79110,13810.60000,-2.98000,-57.59500,25.80000,8.39000,7.97020,0.12020,0.11450
1517,18176.90770,8.37100,13626.18000,23.75300,-114.19200,58.80000,8.27000,7.91312,0.06312,0.05742
1518,17697.37660,7.70690,13579.48000,-38.15500,-41.99700,79.90000,9.31000,10.50243,2.65243,2.64673
1519,17818.33020,7.85930,13374.69000,20.10700,-147.85200,99.90000,9.31000,10.54169,2.69169,2.68599
1520,18223.12320,7.56450,13517.21000,-43.92200,164.87100,56.70000,7.67000,7.90539,0.05539,0.04969
1521,18738.29950,7.76770,13772.80000,-59.19600,-34.50800,7.40000,9.15000,9.41041,1.56041,1.55471
1522,18453.97520,7.86990,14031.54000,4.97200,156.71200,68.50000,7.86000,7.87398,0.02398,0.01828
1523,18214.21450,7.44720,13786.14000,-33.37800,4.76000,21.00000,8.33000,7.90941,0.05941,0.05371
1524,17531.19000,7.56420,13610.11000,58.85200,-9.17000,62.30000,8.82000,8.38979,0.53979,0.53409
1525,19315.93340,8.16520,13550.62000,30.18100,-83.67200,94.10000,7.58000,7.85603,0.00603,0.00033
1526,17689.15270,7.84610,13863.78000,-27.08300,-165.91300,91.30000,9.12000,9.29596,1.44596,1.44026
1527,17846.21940,7.17640,13704.11000,45.32700,-166.11300,74.60000,8.88000,8.41884,0.56884,0.56314
1528,18906.43250,7.91930,14023.99000,3.90100,99.37200,44.80000,8.17000,7.91833,0.06833,0.06263
1529,17943.28930,7.61320,14044.07000,5.17300,-154.75000,60.50000,8.27000,7.92522,0.07522,0.06952
1530,18379.05810,7.89840,13970.16000,-58.33200,-115.18600,50.10000,9.17000,9.56691,1.71691,1.71121
1531,18280.33650,7.78940,13563.58000,-0.75700,-127.14000,36.30000,7.55000,7.86648,0.01648,0.01078
1532,18293.59220,7.65080,13582.33000,23.47600,-104.48600,19.60000,8.18000,7.89248,0.04248,0.03678
1533,18248.84620,7.70790,13714.43000,-54.10100,3.12700,94.80000,9.08000,9.02569,1.17569,1.16999
1534,17801.89980,7.56190,14094.93000,-50.00800,83.04100,37.30000,8.81000,8.31991,0.46991,0.46421
1535,17982.25120,7.38570,13820.23000,-41.18900,-101.38600,32.20000,8.33000,7.97874,0.12874,0.12304
1536,18717.48020,7.79770,13529.96000,-35.79000,-124.00800,12.40000,7.86000,7.91336,0.06336,0.05766
1537,18135.61350,8.08620,12976.60000,18.92500,-143.65800,86.30000,8.96000,8.65194,0.80194,0.79624
1538,18339.23570,8.36050,13716.57000,-11.34700,128.64400,53.20000,9.18000,9.58921,1.73921,1.73351
1539,18768.03970,8.01590,14059.02000,-12.98300,-10.93000,8.10000,7.54000,7.84793,0.00207,0.00363
1540,18596.96750,7.76910,14027.18000,-33.04500,112.09700,11.30000,9.23000,9.88909,2.03909,2.03339
1541,17168.71580,7.35720,13774.82000,-14.17100,-92.91300,49.40000,8.55000,8.06730,0.21730,0.21160
1542,17670.86420,8.08900,14172.01000,-52.78600,65.61300,7.60000,8.57000,8.03502,0.18502,0.17932
1543,19205.54950,8.48890,14412.70000,-42.90000,-127.90400,38.10000,9.05000,9.00085,1.15085,1.14515
1544,17963.34710,7.51600,13728.37000,27.81800,-29.38900,100.00000,8.85000,8.44217,0.59217,0.58647
1545,17991.61610,8.05450,13479.54000,50.16300,-60.32300,63.80000,8.18000,7.92320,0.07320,0.06750
1546,19087.90430,8.44680,13471.97000,3.02300,60.01000,42.30000,9.14000,9.37480,1.52480,1.51910
1547,17880.50840,7.34000,13680.32000,41.96100,94.10400,51.50000,7.90000,7.89596,0.04596,0.04026
1548,18456.00060,8.10940,14079.25000,-9.00600,-128.79000,61.50000,8.19000,7.93191,0.08191,0.07621
1549,18127.16120,8.21580,13578.30000,47.79000,101.64100,54.00000,9.49000,12.85221,5.00221,4.99651
1550,18198.11820,8.10780,13915.82000,33.99400,133.87200,62.40000,8.99000,8.74417,0.89417,0.88847
1551,19195.25110,8.23760,13504.12000,-52.21000,37.43800,36.50000,8.36000,7.91873,0.06873,0.06303
1552,17703.56140,8.14400,13965.62000,43.60600,21.12200,43.10000,9.42000,11.81484,3.96484,3.95914
1553,18026.03140,7.58680,13934.86000,15.98300,7.78500,9.50000,8.98000,8.75454,0.90454,0.89884
1554,17665.85100,7.62190,13413.33000,-44.50400,-172.70100,51.20000,8.62000,8.15547,0.30547,0.29977
1555,18830.63000,8.23370,14320.18000,15.58400,-90.19300,65.20000,8.30000,7.93555,0.08555,0.07985
1556,17988.50090,7.83510,13753.41000,-55.03600,-149.65100,36.70000,9.50000,13.04448,5.19448,5.18878
1557,18704.64680,8.04360,13695.82000,52.52900,8.46100,73.30000,8.98000,8.77379,0.92379,0.91809
1558,17634.32030,7.53040,14021.36000,28.84500,-4.77300,74.70000,9.31000,10.58432,2.73432,2.72862
1559,18311.91290,7.50350,13655.09000,-55.32800,56.28700,15.30000,8.71000,8.16747,0.31747,0.31177
1560,18213.43120,7.50320,13756.73000,-31.05900,34.67900,73.40000,8.10000,7.86161,0.01161,0.00591
1561,17365.88230,7.34100,13525.58000,38.25600,111.90600,64.70000,9.13000,9.30778,1.45778,1.45208
1562,17746.34230,7.73320,13334.49000,44.58300,-52.94200,44.20000,7.89000,7.89038,0.04038,0.03468
1563,18991.80570,8.41800,13944.40000,-32.68400,28.49500,40.00000,8.65000,8.09786,0.24786,0.24216
1564,18533.52860,7.80230,14213.55000,-18.04600,10.80400,33.60000,8.12000,7.88083,0.03083,0.02513
1565,18484.31500,7.58620,13158.06000,36.92800,161.84900,95.40000,9.17000,9.51287,1.66287,1.65717
1566,18575.56250,8.01670,13546.16000,8.80000,-106.99400,10.60000,7.75000,7.86112,0.01112,0.00542
1567,17934.62600,7.97790,13756.91000,-2.86700,60.22100,78.00000,7.52000,7.86320,0.01320,0.00750
1568,18391.33410,8.21610,13765.24000,30.08900,-31.21600,67.90000,8.98000,8.74559,0.89559,0.88989
1569,18113.63430,8.10080,13570.65000,28.28700,-61.27100,5.30000,8.93000,8.58602,0.73602,0.73032
1570,18623.32450,7.81050,13503.97000,20.54600,153.35500,10.50000,9.50000,13.01357,5.16357,5.15787
1571,18749.00300,7.86400,13786.51000,36.47700,98.53600,72.00000,9.35000,10.92794,3.07794,3.07224
1572,18584.38110,8.03570,14110.85000,-55.82900,170.60200,12.80000,8.83000,8.40763,0.55763,0.55193
1573,18257.42870,7.49760,13816.38000,-20.81800,58.37600,32.90000,8.92000,8.53651,0.68651,0.68081
1574,18819.48910,7.92440,13851.10000,55.12200,-66.94700,68.00000,7.65000,7.86845,0.01845,0.01275
1575,18328.55060,7.58980,14039.60000,-5.05900,161.97700,59.40000,7.55000,7.87406,0.02406,0.01836
1576,19175.73560,7.91360,13845.74000,-53.75600,36.22700,14.00000,8.05000,7.85011,0.00011,0.00559
1577,18622.33760,8.12360,14395.08000,9.02400,164.38100,73.70000,8.46000,7.99329,0.14329,0.13759
1578,18460.37680,7.76410,13666.07000,56.96300,-77.38500,38.50000,9.14000,9.34274,1.49274,1.48704
1579,18579.51010,7.53060,13699.74000,-10.40500,20.34400,19.80000,8.70000,8.17526,0.32526,0.31956
1580,18032.14580,7.30270,13593.79000,14.14900,-59.52600,7.30000,7.91000,7.88149,0.03149,0.02579
1581,18100.16600,7.80700,13530.08000,26.24600,-87.99100,74.90000,9.00000,8.78768,0.93768,0.93198
1582,18663.52900,8.37190,13523.10000,20.63500,-6.11300,93.60000,9.11000,9.21956,1.36956,1.36386
1583,18149.96790,7.73460,13427.89000,-4.44100,-95.16200,15.50000,7.61000,7.86919,0.01919,0.01349
1584,18768.74450,8.25340,13889.44000,-53.06500,-70.50400,25.90000,8.59000,8.08649,0.23649,0.23079
1585,17831.66340,8.10710,13983.68000,40.87400,-33.35100,64.80000,8.03000,7.91788,0.06788,0.06218
1586,17991.11600,7.59940,14332.23000,-11.88400,-56.49300,99.00000,8.47000,8.00725,0.15725,0.15155
1587,18246.09160,7.94790,14014.13000,-19.48700,164.88100,83.90000,7.71000,7.89739,0.04739,0.04169
1588,17701.70740,7.18430,13663.69000,-26.03700,14.30300,16.50000,8.89000,8.45954,0.60954,0.60384
1589,17773.77740,7.34140,13721.19000,-27.82100,23.49800,36.10000,8.27000,7.89757,0.04757,0.04187
1590,18147.49710,8.03720,13953.00000,59.95000,163.38900,22.10000,8.46000,7.97527,0.12527,0.11957
1591,17804.92250,8.20700,13688.47000,11.44600,140.17600,92.10000,8.82000,8.34678,0.49678,0.49108
1592,19224.26680,8.41430,13913.23000,47.43300,-32.40400,36.30000,8.68000,8.19057,0.34057,0.33487
1593,18936.78840,8.43990,13933.81000,-8.84700,-22.37000,46.80000,9.02000,8.83904,0.98904,0.98334
1594,18251.02450,7.45300,13047.28000,-7.46400,4.01000,59.00000,8.28000,7.92649,0.07649,0.07079
1595,18046.56830,7.98260,14013.70000,15.33200,-125.29700,21.50000,8.52000,8.01553,0.16553,0.15983
1596,18395.23210,7.83470,13431.59000,36.89100,-88.38300,12.80000,9.37000,11.16736,3.31736,3.31166
1597,17988.66970,7.11270,13979.25000,-26.32000,-14.33800,41.80000,9.24000,9.93165,2.08165,2.07595
1598,17509.28470,7.77000,14084.48000,-57.61500,-113.30400,28.70000,7.95000,7.91764,0.06764,0.06194
1599,18454.34760,8.25540,13835.23000,-45.04700,37.46800,13.40000,8.83000,8.33580,0.48580,0.48010
1600,18123.87650,7.75790,13869.47000,-5.87700,-18.30900,97.40000,8.33000,7.94765,0.09765,0.09195
1601,18036.66170,7.46690,13781.81000,-49.46000,-123.72500,10.20000,9.13000,9.35111,1.50111,1.49541
1602,17637.25640,7.28030,13994.21000,17.90100,4.36900,65.70000,9.04000,8.93406,1.08406,1.07836
1603,19046.42100,8.35890,13978.86000,-17.86800,147.29300,36.50000,9.02000,8.85599,1.00599,1.00029
1604,18114.20710,7.37520,13597.11000,59.59200,-139.50300,71.50000,7.64000,7.83100,0.01900,0.01330
1605,18573.98500,8.22550,13818.95000,41.46600,-51.80900,55.20000,8.02000,7.90236,0.05236,0.04666
1606,18208.03950,7.03860,14045.71000,-15.78400,26.21900,51.00000,7.97000,7.86569,0.01569,0.00999
1607,18592.11190,8.21530,13952.63000,49.21000,72.00700,93.20000,8.40000,8.00779,0.15779,0.15209
1608,18108.41300,7.73940,14226.05000,-0.90300,147.52800,15.50000,7.65000,7.86919,0.01919,0.01349
1609,19293.20500,8.32000,13328.32000,33.87700,-130.20500,89.30000,8.50000,7.99077,0.14077,0.13507
1610,17956.77270,8.09010,14001.73000,42.06700,-134.66000,28.60000,9.04000,8.88367,1.03367,1.02797
1611,19263.23400,8.54500,13235.06000,49.05000,0.90200,67.40000,9.06000,9.02475,1.17475,1.16905
1612,18128.01150,7.16770,14171.49000,-56.86400,-146.67000,96.10000,8.09000,7.94568,0.09568,0.08998
1613,17951.15530,7.85280,13898.06000,27.07100,41.97300,95.20000,7.82000,7.91355,0.06355,0.05785
1614,17445.80530,7.64640,13477.56000,52.56100,99.68200,30.60000,8.66000,8.16369,0.31369,0.30799
